=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.12.05 23:07:52 =~=~=~=~=~=~=~=~=~=~=~=
üCLEARDATA
time(milli),GSR,Volt
0.31,64,352
1.31,64,352
2.21,64,353
3.02,64,353
3.82,65,354
4.64,65,355
5.46,64,357
6.27,65,358
7.08,65,359
7.89,65,358
8.70,65,358
9.52,65,355
10.33,65,354
11.18,65,353
12.04,65,351
12.89,65,352
13.74,65,352
14.58,65,353
15.44,65,353
16.29,66,353
17.14,65,353
18.00,65,353
18.84,65,352
19.69,65,352
20.54,65,352
21.39,65,353
22.25,66,356
23.10,65,358
23.95,66,360
24.80,66,361
25.65,65,360
26.50,66,359
27.36,66,359
28.22,66,358
29.06,66,358
29.91,66,357
30.77,65,358
31.62,66,358
32.48,66,360
33.34,66,360
34.18,66,360
35.03,66,362
35.88,66,363
36.74,66,363
37.59,66,361
38.45,66,360
39.30,67,358
40.15,66,357
41.01,66,357
41.86,66,357
42.72,66,356
43.58,66,355
44.42,66,354
45.27,66,353
46.12,66,352
46.98,67,352
47.84,67,353
48.70,67,353
49.54,66,353
50.39,67,354
51.24,67,354
52.10,67,355
52.95,67,353
53.81,66,352
54.66,67,350
55.52,67,350
56.38,67,350
57.23,67,352
58.09,67,354
58.94,67,357
59.78,67,360
60.63,67,361
61.48,67,363
62.34,67,363
63.19,67,362
64.05,67,360
64.90,67,357
65.74,67,355
66.60,67,355
67.46,68,356
68.31,67,358
69.18,68,359
70.03,68,360
70.88,68,361
71.73,67,361
72.59,68,361
73.45,68,361
74.30,68,361
75.16,68,361
76.02,68,361
76.87,68,361
77.72,68,361
78.58,68,360
79.44,68,361
80.30,68,362
81.15,68,364
82.01,68,364
82.86,68,366
83.72,68,366
84.58,68,367
85.42,68,367
86.28,68,366
87.14,68,366
88.00,69,365
88.85,68,365
89.70,68,364
90.55,69,363
91.42,69,363
92.28,69,362
93.13,68,360
93.99,69,358
94.85,69,356
95.70,69,351
96.57,68,350
97.43,69,349
98.28,68,349
99.14,69,350
100.00,69,351
100.92,69,352
101.84,68,354
102.77,69,357
103.70,69,358
104.62,69,359
105.55,69,360
106.47,69,358
107.40,69,356
108.33,69,355
109.25,69,355
110.17,69,356
111.09,69,356
112.00,70,355
112.92,69,355
113.84,69,355
114.76,69,357
115.69,69,359
116.62,69,362
117.54,70,366
118.46,69,368
119.38,69,370
120.30,70,371
121.23,69,372
122.16,69,374
123.08,70,375
124.00,70,377
124.91,70,377
125.83,70,377
126.76,70,376
127.68,70,375
128.60,70,374
129.53,70,373
130.44,70,372
131.38,70,372
132.30,70,372
133.22,70,371
134.14,70,372
135.06,70,371
135.98,70,374
136.90,70,376
137.82,70,378
138.74,71,380
139.67,71,382
140.61,70,383
141.53,71,384
142.44,71,385
143.38,71,385
144.30,71,385
145.22,70,383
146.14,70,381
147.06,70,377
147.98,71,373
148.90,70,372
149.83,71,373
150.76,71,374
151.68,71,375
152.61,71,378
153.52,71,380
154.44,70,383
155.37,71,385
156.29,70,388
157.21,71,389
158.13,71,392
159.06,71,393
159.97,71,394
160.90,70,393
161.84,71,392
162.75,71,391
163.67,71,390
164.60,71,389
165.52,71,388
166.44,71,388
167.37,71,389
168.29,71,392
169.21,71,393
170.13,71,394
171.05,72,394
171.97,71,393
172.90,71,392
173.82,71,391
174.74,71,390
175.66,72,389
176.59,72,387
177.52,71,384
178.44,72,383
179.37,71,380
180.29,72,381
181.22,71,381
182.14,72,381
183.06,72,380
183.98,72,378
184.90,72,376
185.82,72,375
186.75,72,374
187.69,72,373
188.61,72,374
189.53,72,375
190.45,72,376
191.38,72,376
192.30,72,376
193.23,72,376
194.15,72,375
195.07,72,373
195.98,72,372
196.91,73,372
197.83,73,371
198.76,73,372
199.70,72,373
200.62,73,373
201.54,73,373
202.46,72,372
203.38,73,372
204.30,73,371
205.23,72,370
206.16,72,370
207.08,73,368
208.00,73,365
208.92,73,363
209.83,73,362
210.75,73,361
211.68,72,360
212.60,73,360
213.52,73,360
214.44,73,360
215.38,73,360
216.30,73,360
217.24,73,360
218.16,73,361
219.08,73,361
220.00,73,361
220.91,73,362
221.83,73,362
222.75,73,362
223.68,73,363
224.61,73,364
225.53,74,365
226.44,73,366
227.37,73,366
228.29,73,366
229.22,74,366
230.14,74,366
231.06,74,365
231.98,73,364
232.91,74,365
233.84,73,366
234.76,73,366
235.68,74,367
236.60,74,367
237.53,74,367
238.45,74,367
239.38,74,366
240.30,74,366
241.22,74,366
242.14,74,365
243.06,73,362
243.97,74,358
244.90,73,355
245.83,73,352
246.75,74,350
247.67,74,349
248.60,74,348
249.52,74,350
250.44,74,351
251.37,74,354
252.29,74,356
253.22,74,359
254.14,75,363
255.08,74,368
255.99,74,374
256.92,74,381
257.84,74,390
258.77,75,400
259.69,74,412
260.61,74,426
261.53,74,441
262.46,74,456
263.38,74,472
264.32,75,488
265.25,75,504
266.16,75,520
267.09,75,535
268.01,75,548
268.94,75,559
269.86,75,569
270.78,75,579
271.72,75,588
272.64,75,596
273.57,75,602
274.51,75,606
275.43,75,608
276.37,75,610
277.30,75,610
278.22,75,607
279.15,75,599
280.08,75,589
280.99,76,574
281.93,75,556
282.86,76,535
283.79,76,511
284.72,76,486
285.65,75,461
286.58,75,436
287.51,76,414
288.44,76,393
289.36,76,373
290.30,76,356
291.22,76,342
292.14,76,331
293.06,75,323
293.98,76,316
294.90,75,313
295.83,76,312
296.76,76,309
297.68,76,309
298.60,76,308
299.52,76,308
300.44,76,310
301.38,76,313
302.30,76,317
303.24,76,321
304.17,76,325
305.09,76,328
306.01,76,331
306.93,76,334
307.85,76,334
308.77,76,335
309.70,76,335
310.62,76,335
311.54,76,335
312.48,76,337
313.41,76,339
314.34,76,343
315.26,76,346
316.18,76,349
317.10,76,352
318.03,76,354
318.96,76,354
319.89,76,355
320.82,76,356
321.75,76,357
322.68,76,357
323.62,76,359
324.53,77,359
325.45,76,361
326.38,76,362
327.30,76,364
328.22,76,366
329.14,76,366
330.07,76,365
330.98,77,365
331.92,77,364
332.85,76,364
333.78,77,365
334.71,76,366
335.64,76,367
336.56,77,367
337.48,76,368
338.41,76,369
339.33,76,370
340.26,77,370
341.18,77,370
342.11,76,371
343.03,77,371
343.96,77,372
344.90,77,372
345.83,77,372
346.75,77,372
347.67,77,372
348.60,77,370
349.54,77,368
350.46,77,365
351.40,77,364
352.33,77,363
353.26,77,361
354.19,77,359
355.13,77,359
356.06,77,360
356.98,77,363
357.90,77,366
358.83,76,369
359.76,77,371
360.69,77,373
361.62,77,375
362.55,77,374
363.48,77,374
364.42,77,374
365.35,77,373
366.29,77,373
367.21,77,372
368.14,77,370
369.06,77,370
369.98,77,370
370.90,77,371
371.84,77,373
372.77,77,375
373.70,77,376
374.62,77,377
375.55,77,376
376.48,77,376
377.40,77,375
378.33,77,374
379.26,77,374
380.18,77,374
381.11,77,373
382.04,77,374
382.95,78,373
383.89,77,374
384.82,78,373
385.74,77,374
386.66,77,374
387.58,78,373
388.51,77,373
389.44,78,373
390.37,77,373
391.29,78,373
392.24,78,372
393.16,78,370
394.09,78,371
395.01,78,371
395.94,78,373
396.86,78,376
397.78,77,379
398.72,77,382
399.65,78,384
400.58,78,386
401.51,78,388
402.44,78,388
403.37,77,387
404.30,78,386
405.22,78,386
406.15,78,385
407.08,78,384
407.99,78,382
408.93,78,382
409.86,78,381
410.79,78,380
411.72,77,380
412.65,78,381
413.58,78,383
414.51,77,385
415.44,78,389
416.36,78,389
417.28,78,393
418.21,78,393
419.14,78,394
420.06,78,394
420.97,78,396
421.92,78,396
422.84,78,395
423.78,79,397
424.71,78,397
425.64,78,397
426.56,78,395
427.48,78,393
428.42,79,390
429.35,78,390
430.27,78,389
431.20,78,386
432.14,78,387
433.06,78,385
433.98,78,385
434.91,78,385
435.84,78,384
436.76,78,385
437.68,79,386
438.62,78,388
439.54,78,391
440.47,79,395
441.40,79,399
442.34,79,402
443.26,79,404
444.18,79,406
445.10,79,407
446.02,79,408
446.94,79,407
447.87,79,407
448.81,79,406
449.73,78,405
450.65,79,403
451.60,79,399
452.50,79,396
453.43,78,394
454.36,79,394
455.28,78,395
456.20,79,398
457.13,78,400
458.06,79,404
458.97,79,406
459.90,79,410
460.84,79,412
461.75,79,415
462.67,79,416
463.61,79,420
464.54,79,421
465.46,79,421
466.38,79,421
467.32,79,421
468.25,79,419
469.17,79,417
470.09,79,416
471.01,79,416
471.93,79,415
472.86,79,414
473.80,79,413
474.72,79,413
475.65,79,413
476.58,79,414
477.51,79,415
478.43,79,418
479.36,79,419
480.29,79,419
481.21,79,419
482.14,79,417
483.06,79,416
483.98,79,414
484.90,79,413
485.83,79,412
486.76,79,412
487.69,79,412
488.62,79,412
489.54,80,413
490.47,79,413
491.41,79,413
492.34,79,413
493.27,79,410
494.19,79,409
495.11,79,407
496.03,79,403
496.96,80,400
497.89,79,396
498.82,80,393
499.76,79,392
500.67,79,393
501.61,79,396
502.54,79,399
503.46,79,401
504.38,79,402
505.31,79,402
506.24,79,402
507.18,79,401
508.10,79,400
509.04,79,399
509.96,79,398
510.89,80,397
511.82,80,394
512.76,79,390
513.68,79,385
514.60,80,379
515.53,79,375
516.46,80,370
517.38,79,364
518.31,79,359
519.24,80,352
520.17,79,350
521.10,80,349
522.03,80,349
522.96,79,350
523.88,79,350
524.80,80,350
525.73,80,349
526.66,80,350
527.58,80,349
528.52,80,348
529.44,79,347
530.36,79,346
531.28,80,346
532.22,80,345
533.14,80,344
534.07,80,343
534.99,80,342
535.93,80,342
536.86,80,341
537.78,79,339
538.72,80,337
539.64,80,335
540.58,79,332
541.50,79,330
542.43,79,328
543.36,79,327
544.28,81,327
545.21,79,326
546.14,79,324
547.06,79,322
547.97,80,320
548.91,80,316
549.82,80,316
550.76,79,314
551.69,79,312
552.61,80,311
553.54,80,309
554.46,80,307
555.39,80,306
556.33,79,304
557.25,80,302
558.17,80,300
559.10,79,298
560.02,79,300
560.94,79,303
561.87,79,308
562.79,79,312
563.71,79,315
564.63,79,317
565.56,79,317
566.48,80,318
567.41,79,319
568.35,80,319
569.27,80,319
570.21,79,318
571.14,80,317
572.06,80,317
572.99,80,316
573.92,80,315
574.85,80,314
575.78,80,311
576.71,79,309
577.64,80,306
578.58,80,303
579.50,79,302
580.43,79,301
581.36,80,303
582.29,79,304
583.21,80,305
584.13,79,305
585.06,79,307
585.97,80,308
586.90,79,310
587.83,80,309
588.76,80,309
589.68,79,310
590.62,79,309
591.54,79,309
592.46,79,310
593.40,80,310
594.33,79,312
595.26,79,312
596.18,80,311
597.11,79,309
598.04,79,309
598.95,79,308
599.89,79,306
600.82,79,306
601.74,80,305
602.66,80,304
603.59,80,301
604.53,79,303
605.45,79,303
606.38,80,304
607.31,79,304
608.23,79,305
609.16,79,305
610.09,80,304
611.01,79,303
611.94,79,302
612.86,79,300
613.78,80,299
614.72,79,301
615.64,80,303
616.57,80,305
617.52,79,308
618.43,79,309
619.36,79,311
620.29,80,312
621.22,80,312
622.14,79,313
623.06,79,312
623.98,79,313
624.92,80,312
625.85,80,312
626.78,79,311
627.72,79,312
628.64,80,312
629.58,80,311
630.51,80,311
631.44,79,309
632.37,79,309
633.29,80,309
634.22,79,311
635.14,79,311
636.07,80,311
637.00,80,311
637.91,79,310
638.84,80,312
639.78,79,311
640.71,80,310
641.64,79,311
642.56,79,311
643.48,80,309
644.42,79,310
645.34,80,309
646.27,79,308
647.20,80,307
648.12,79,307
649.05,79,305
649.97,79,305
650.89,80,305
651.81,79,304
652.73,79,304
653.66,79,304
654.58,80,304
655.51,79,306
656.44,80,305
657.37,79,308
658.30,79,310
659.22,80,312
660.15,79,314
661.08,80,317
662.01,79,318
662.93,80,315
663.86,79,315
664.79,80,315
665.72,79,316
666.66,80,315
667.57,79,316
668.49,80,317
669.42,79,318
670.35,79,318
671.28,79,316
672.21,79,315
673.14,79,314
674.06,79,311
674.97,80,311
675.91,79,309
676.83,80,308
677.77,79,309
678.69,79,310
679.62,80,312
680.54,79,313
681.46,79,313
682.39,79,313
683.33,79,312
684.25,79,311
685.17,79,310
686.11,79,308
687.02,79,308
687.94,80,306
688.88,79,304
689.80,79,301
690.72,79,298
691.64,80,296
692.58,80,298
693.50,80,300
694.44,80,302
695.37,79,303
696.30,80,304
697.24,80,303
698.18,80,303
699.11,80,303
700.04,80,302
700.97,79,303
701.90,79,303
702.83,79,305
703.75,79,309
704.68,80,312
705.61,79,315
706.54,80,317
707.47,80,319
708.41,79,319
709.34,79,317
710.26,79,316
711.18,79,315
712.11,79,313
713.04,80,310
713.95,79,310
714.88,79,308
715.82,79,307
716.74,80,304
717.67,80,302
718.59,79,301
719.51,79,301
720.44,79,302
721.37,80,301
722.30,80,306
723.24,79,306
724.17,79,308
725.09,79,308
726.01,79,308
726.93,80,309
727.86,80,310
728.80,79,311
729.72,80,311
730.65,79,312
731.58,79,311
732.51,79,310
733.43,79,309
734.36,79,307
735.28,80,305
736.22,79,302
737.14,79,301
738.07,79,299
739.00,79,298
739.93,79,298
740.85,79,298
741.78,79,299
742.71,79,300
743.63,79,301
744.56,79,304
745.49,79,306
746.42,79,308
747.35,79,309
748.28,79,312
749.20,79,313
750.12,79,313
751.04,79,313
751.96,80,313
752.89,79,313
753.82,80,312
754.76,80,310
755.69,79,310
756.62,79,310
757.55,80,311
758.49,79,311
759.41,79,310
760.34,79,311
761.26,79,312
762.19,79,312
763.12,79,312
764.04,79,311
764.97,79,311
765.90,79,310
766.83,79,309
767.77,80,307
768.70,79,305
769.62,80,302
770.54,79,302
771.47,79,301
772.41,79,303
773.33,79,303
774.25,80,304
775.20,79,305
776.12,79,305
777.05,79,306
777.97,79,306
778.89,79,306
779.81,79,304
780.73,79,301
781.66,79,298
782.58,79,295
783.52,79,293
784.44,79,293
785.38,79,295
786.30,79,297
787.24,79,302
788.18,79,306
789.10,80,308
790.03,79,310
790.95,79,309
791.89,79,308
792.82,79,309
793.75,79,308
794.68,79,307
795.61,79,305
796.54,79,303
797.47,79,301
798.41,80,299
799.34,79,296
800.26,79,295
801.18,79,295
802.12,79,295
803.04,79,297
803.96,79,298
804.90,79,298
805.82,80,299
806.75,79,299
807.67,79,298
808.59,79,299
809.51,79,300
810.43,79,301
811.37,80,302
812.30,79,303
813.22,79,303
814.15,79,302
815.07,79,302
816.00,79,300
816.92,79,299
817.84,79,296
818.76,79,294
819.70,79,295
820.62,79,295
821.54,79,297
822.47,79,299
823.40,80,300
824.35,79,303
825.26,79,304
826.19,79,305
827.13,79,306
828.06,79,306
828.98,79,305
829.91,79,303
830.84,79,301
831.78,79,300
832.70,79,298
833.64,80,296
834.58,79,296
835.50,79,295
836.43,79,294
837.37,79,292
838.30,79,289
839.22,79,289
840.14,79,288
841.08,79,289
841.99,79,290
842.92,79,292
843.85,80,294
844.78,79,295
845.71,79,297
846.64,80,298
847.58,79,301
848.50,79,302
849.42,79,304
850.34,79,305
851.28,79,305
852.21,79,304
853.13,79,304
854.06,79,302
854.98,79,301
855.91,79,299
856.84,79,298
857.76,79,297
858.68,79,298
859.61,79,298
860.54,79,298
861.47,79,297
862.40,79,295
863.33,79,294
864.27,79,292
865.18,80,292
866.11,79,291
867.04,79,290
867.97,79,290
868.89,79,290
869.82,79,291
870.75,80,292
871.68,79,296
872.61,79,298
873.54,79,300
874.47,79,301
875.41,79,303
876.34,79,303
877.27,79,304
878.20,79,304
879.12,79,303
880.04,79,302
880.96,79,302
881.89,79,301
882.82,79,301
883.76,79,304
884.69,79,308
885.62,79,312
886.54,79,316
887.46,79,321
888.39,79,324
889.33,79,327
890.25,79,328
891.18,79,329
892.10,79,328
893.04,79,327
893.96,79,325
894.89,79,321
895.82,79,319
896.75,79,317
897.67,79,317
898.59,79,316
899.52,79,316
900.45,80,317
901.38,79,318
902.31,79,320
903.24,79,323
904.17,79,325
905.10,79,327
906.03,79,328
906.96,79,330
907.88,79,331
908.80,80,332
909.73,79,332
910.66,79,332
911.58,79,332
912.52,79,332
913.44,79,331
914.37,79,330
915.30,79,329
916.22,79,329
917.15,79,328
918.08,79,328
918.99,79,327
919.93,79,325
920.86,79,326
921.79,79,325
922.72,79,324
923.66,79,323
924.57,79,322
925.50,79,321
926.43,79,319
927.36,79,316
928.29,79,315
929.22,79,314
930.15,79,312
931.07,79,310
932.00,80,309
932.92,79,308
933.85,79,306
934.78,79,305
935.72,79,305
936.65,79,304
937.58,79,305
938.50,79,305
939.42,79,304
940.34,80,303
941.27,79,302
942.20,79,301
943.15,79,301
944.06,79,301
944.99,79,301
945.93,79,300
946.86,79,299
947.78,80,298
948.70,79,296
949.63,79,292
950.56,79,289
951.48,79,286
952.41,79,284
953.34,79,282
954.26,80,281
955.20,80,283
956.14,79,285
957.06,79,288
957.99,79,292
958.92,79,297
959.86,79,301
960.79,79,303
961.72,79,304
962.64,79,303
963.58,79,300
964.51,79,295
965.44,79,292
966.38,79,292
967.30,79,294
968.22,79,296
969.14,79,299
970.08,79,301
970.99,79,301
971.92,80,302
972.86,79,303
973.79,80,304
974.73,79,305
975.66,79,303
976.59,79,303
977.51,79,302
978.44,79,300
979.37,79,298
980.30,79,298
981.22,79,296
982.14,79,295
983.08,79,293
983.98,79,290
984.92,79,287
985.86,79,282
986.78,79,279
987.70,79,274
988.62,79,268
989.54,80,264
990.47,79,262
991.40,79,263
992.33,79,265
993.26,79,267
994.18,79,272
995.11,79,277
996.04,79,281
996.97,79,285
997.89,79,289
998.82,79,292
999.75,79,297
1000.67,79,303
1001.64,79,310
1002.61,79,317
1003.59,79,328
1004.58,79,340
1005.55,79,353
1006.53,79,365
1007.50,79,380
1008.49,79,394
1009.47,79,408
1010.46,79,424
1011.44,79,439
1012.42,79,454
1013.39,79,468
1014.37,79,481
1015.34,79,494
1016.32,80,507
1017.29,79,518
1018.26,79,527
1019.24,79,534
1020.23,80,538
1021.21,79,538
1022.18,80,537
1023.17,79,530
1024.14,79,522
1025.12,79,507
1026.09,79,491
1027.06,80,471
1028.04,79,445
1029.02,80,419
1030.01,80,393
1030.99,80,367
1031.98,80,342
1032.96,80,321
1033.94,80,301
1034.92,79,285
1035.90,79,271
1036.87,80,260
1037.85,80,250
1038.83,80,246
1039.80,79,242
1040.78,79,239
1041.76,80,237
1042.74,79,239
1043.70,80,239
1044.68,79,240
1045.66,79,241
1046.64,79,241
1047.61,79,241
1048.60,79,241
1049.56,79,239
1050.54,79,240
1051.51,79,241
1052.49,79,246
1053.47,79,250
1054.46,79,254
1055.44,79,259
1056.42,79,262
1057.39,79,266
1058.37,79,267
1059.34,79,270
1060.31,79,272
1061.29,79,274
1062.27,79,276
1063.25,79,279
1064.22,79,281
1065.19,79,285
1066.17,79,288
1067.14,79,289
1068.12,79,290
1069.10,79,290
1070.07,79,288
1071.06,79,285
1072.04,79,282
1073.02,79,278
1073.99,79,278
1074.98,79,277
1075.96,79,278
1076.94,79,280
1077.92,79,283
1078.90,79,288
1079.87,79,291
1080.85,79,293
1081.82,79,292
1082.79,79,291
1083.78,79,290
1084.76,79,289
1085.74,79,291
1086.70,79,291
1087.68,79,290
1088.66,79,289
1089.64,79,286
1090.61,79,285
1091.60,79,282
1092.56,79,279
1093.54,79,274
1094.51,79,270
1095.49,79,266
1096.47,79,263
1097.46,79,260
1098.43,79,258
1099.41,79,256
1100.38,79,253
1101.36,79,251
1102.34,79,249
1103.30,79,247
1104.28,79,245
1105.26,79,243
1106.24,79,240
1107.22,79,238
1108.19,79,234
1109.17,79,230
1110.14,79,225
1111.12,79,220
1112.10,79,214
1113.07,79,210
1114.06,79,206
1115.04,79,201
1116.02,79,198
1117.01,79,194
1117.99,79,190
1118.98,79,186
1119.96,79,182
1120.94,79,178
1121.91,79,173
1122.89,79,168
1123.86,79,162
1124.85,79,158
1125.82,79,157
1126.79,79,153
1127.78,79,152
1128.76,78,150
1129.73,79,149
1130.70,79,148
1131.67,78,146
1132.64,79,142
1133.63,79,138
1134.61,79,135
1135.58,79,133
1136.56,78,131
1137.54,78,129
1138.51,78,126
1139.49,79,122
1140.47,78,118
1141.46,79,116
1142.43,78,111
1143.41,78,111
1144.38,78,109
1145.36,78,107
1146.33,78,106
1147.30,78,104
1148.27,78,101
1149.25,78,98
1150.17,78,93
1151.10,78,90
1152.02,78,86
1152.95,77,82
1153.88,78,78
1154.80,77,75
1155.72,78,72
1156.65,77,69
1157.57,78,67
1158.49,78,65
1159.43,77,63
1160.35,77,59
1161.27,77,58
1162.19,77,58
1163.12,77,57
1164.05,77,56
1164.98,77,54
1165.90,77,53
1166.82,77,51
1167.74,77,49
1168.68,77,46
1169.60,77,43
1170.54,77,40
1171.45,77,37
1172.39,77,37
1173.32,77,37
1174.25,77,37
1175.17,77,37
1176.10,77,36
1177.04,77,35
1177.96,78,33
1178.89,77,31
1179.82,77,29
1180.74,77,28
1181.66,77,24
1182.58,77,23
1183.52,77,21
1184.44,77,19
1185.36,77,17
1186.29,77,15
1187.22,77,10
1188.15,77,4
1189.02,76,0
1189.90,77,0
1190.78,77,0
1191.66,77,0
1192.53,77,0
1193.40,76,0
1194.28,76,0
1195.15,77,0
1196.02,77,0
1196.90,76,0
1197.78,77,0
1198.65,76,0
1199.52,76,0
1200.39,76,0
1201.26,76,0
1202.13,76,0
1203.00,76,0
1203.87,76,0
1204.74,76,0
1205.61,76,0
1206.48,76,0
1207.36,76,0
1208.22,76,0
1209.10,76,0
1209.97,76,0
1210.84,76,0
1211.71,76,0
1212.58,76,0
1213.45,76,0
1214.33,76,0
1215.20,76,0
1216.07,76,0
1216.94,76,0
1217.82,76,0
1218.69,76,0
1219.56,76,0
1220.43,76,0
1221.30,75,0
1222.18,75,0
1223.05,76,0
1223.93,76,0
1224.79,76,0
1225.66,75,0
1226.54,75,0
1227.41,75,0
1228.28,75,0
1229.15,75,0
1230.02,75,0
1230.90,75,0
1231.78,75,0
1232.66,75,0
1233.53,75,0
1234.40,75,0
1235.27,75,0
1236.14,76,0
1237.00,75,0
1237.87,75,0
1238.75,76,0
1239.62,75,0
1240.50,75,0
1241.37,75,0
1242.23,75,0
1243.10,75,0
1243.97,75,0
1244.85,75,0
1245.72,74,0
1246.58,75,0
1247.46,75,0
1248.34,75,0
1249.20,74,0
1250.08,74,0
1250.95,74,0
1251.82,74,0
1252.69,75,0
1253.57,74,0
1254.44,75,0
1255.31,74,0
1256.18,74,0
1257.06,74,0
1257.94,74,0
1258.81,74,0
1259.67,74,0
1260.54,74,0
1261.41,74,0
1262.28,74,0
1263.15,73,0
1264.02,74,0
1264.90,74,0
1265.78,74,0
1266.65,74,0
1267.52,74,0
1268.39,73,0
1269.26,74,0
1270.13,74,0
1271.01,74,0
1271.88,74,0
1272.76,74,0
1273.63,74,0
1274.50,74,0
1275.38,74,0
1276.25,74,0
1277.12,73,0
1278.00,73,0
1278.87,74,0
1279.75,74,0
1280.62,74,0
1281.50,74,0
1282.36,74,0
1283.22,74,0
1284.09,73,0
1284.96,73,0
1285.84,73,0
1286.71,73,0
1287.58,73,0
1288.46,73,0
1289.34,74,0
1290.20,73,0
1291.08,73,0
1291.95,73,0
1292.82,73,0
1293.69,73,0
1294.57,74,0
1295.44,73,0
1296.31,73,0
1297.18,73,0
1298.06,73,0
1298.94,73,0
1299.81,73,0
1300.68,73,0
1301.56,73,0
1302.42,73,0
1303.30,73,0
1304.17,73,0
1305.04,73,0
1305.91,73,0
1306.78,73,0
1307.65,73,0
1308.52,72,0
1309.39,73,0
1310.26,72,0
1311.14,73,0
1312.01,73,0
1312.88,73,0
1313.75,72,0
1314.62,73,0
1315.50,73,0
1316.37,72,0
1317.23,72,0
1318.10,73,0
1318.98,72,0
1319.86,73,0
1320.74,72,0
1321.61,72,0
1322.48,72,0
1323.35,73,0
1324.22,72,0
1325.09,73,0
1325.96,73,0
1326.84,72,0
1327.71,72,0
1328.58,72,0
1329.46,72,0
1330.33,73,0
1331.19,72,0
1332.07,72,0
1332.95,72,0
1333.82,72,0
1334.70,72,0
1335.57,72,0
1336.43,72,0
1337.30,72,0
1338.17,72,0
1339.04,72,0
1339.92,72,0
1340.78,72,0
1341.66,72,0
1342.53,72,0
1343.40,72,0
1344.28,72,0
1345.16,72,0
1346.03,72,0
1346.90,71,0
1347.78,72,0
1348.66,72,0
1349.53,72,0
1350.40,72,0
1351.27,72,0
1352.14,72,0
1353.01,71,0
1353.88,72,0
1354.76,72,0
1355.62,71,0
1356.50,72,0
1357.37,72,0
1358.24,72,0
1359.12,71,0
1359.99,71,0
1360.86,71,0
1361.74,72,0
1362.62,72,0
1363.50,71,0
1364.36,71,0
1365.23,71,0
1366.10,71,0
1366.96,72,0
1367.84,71,0
1368.72,71,0
1369.59,71,0
1370.46,71,0
1371.34,71,0
1372.21,71,0
1373.08,71,0
1373.95,71,0
1374.82,71,0
1375.70,71,0
1376.56,71,0
1377.42,71,0
1378.29,71,0
1379.17,71,0
1380.04,71,0
1380.91,71,0
1381.78,71,0
1382.66,71,0
1383.53,71,0
1384.39,71,0
1385.27,71,0
1386.14,71,0
1387.02,71,0
1387.89,71,0
1388.77,70,0
1389.64,70,0
1390.50,71,0
1391.38,71,0
1392.26,71,0
1393.14,70,0
1394.00,71,0
1394.86,71,0
1395.74,71,0
1396.61,70,0
1397.48,70,0
1398.35,70,0
1399.22,71,0
1400.10,70,4
1400.96,71,10
1401.88,70,16
1402.80,71,23
1403.73,70,29
1404.66,70,34
1405.58,70,38
1406.50,71,40
1407.43,70,42
1408.35,70,44
1409.28,71,45
1410.20,71,45
1411.14,70,48
1412.06,70,49
1412.99,70,49
1413.92,70,50
1414.84,70,49
1415.76,70,51
1416.68,70,53
1417.60,71,57
1418.54,70,61
1419.46,71,66
1420.39,70,70
1421.33,70,73
1422.25,70,74
1423.17,70,76
1424.10,70,77
1425.03,71,78
1425.96,70,79
1426.89,70,78
1427.82,71,79
1428.76,69,81
1429.68,70,82
1430.61,70,84
1431.53,70,85
1432.46,71,87
1433.40,70,89
1434.32,70,91
1435.24,70,93
1436.17,70,94
1437.09,70,96
1438.02,70,98
1438.94,70,99
1439.87,70,100
1440.84,70,102
1441.84,70,103
1442.81,70,107
1443.78,70,110
1444.77,70,113
1445.74,70,115
1446.72,70,116
1447.70,70,115
1448.67,70,115
1449.65,70,115
1450.62,70,114
1451.60,70,113
1452.58,70,112
1453.56,70,113
1454.53,70,117
1455.50,70,120
1456.47,70,123
1457.46,70,126
1458.43,70,129
1459.40,70,132
1460.38,69,134
1461.36,70,136
1462.34,70,140
1463.32,70,144
1464.29,70,147
1465.27,70,150
1466.25,70,151
1467.22,70,152
1468.20,70,151
1469.18,70,150
1470.17,70,147
1471.14,69,145
1472.12,70,144
1473.10,70,143
1474.07,70,143
1475.05,70,144
1476.02,70,146
1477.00,70,148
1477.98,70,151
1478.96,70,155
1479.94,70,157
1480.91,70,161
1481.88,70,164
1482.87,70,170
1483.85,70,174
1484.84,70,178
1485.82,70,182
1486.79,70,186
1487.78,70,188
1488.76,70,189
1489.74,70,191
1490.72,70,191
1491.70,70,192
1492.67,70,192
1493.65,70,193
1494.62,70,194
1495.60,70,195
1496.58,70,196
1497.55,70,196
1498.52,70,198
1499.50,70,198
1500.47,69,201
1501.45,70,201
1502.42,70,199
1503.40,70,200
1504.37,70,201
1505.35,70,203
1506.33,70,205
1507.30,70,207
1508.27,70,209
1509.25,70,209
1510.22,70,212
1511.20,71,215
1512.18,71,217
1513.17,70,218
1514.14,70,220
1515.12,70,221
1516.10,70,221
1517.07,70,220
1518.05,70,218
1519.02,70,217
1520.00,70,217
1520.98,70,220
1521.96,70,222
1522.94,71,226
1523.91,70,230
1524.88,71,235
1525.87,71,237
1526.85,71,240
1527.84,71,243
1528.82,70,245
1529.79,70,245
1530.78,70,245
1531.76,70,244
1532.74,70,243
1533.71,70,242
