GSR	TIME
315	172691
315	172743
315	172794
315	172847
315	172898
315	172950
315	173001
315	173053
315	173105
315	173157
315	173208
315	173259
315	173312
315	173363
315	173415
316	173466
315	173518
316	173570
315	173622
315	173673
315	173724
315	173776
315	173828
315	173880
316	173931
316	173983
316	174034
316	174087
316	174138
316	174189
315	174241
316	174292
316	174345
316	174396
316	174448
316	174499
316	174552
316	174603
316	174654
316	174706
316	174757
316	174810
316	174861
316	174913
316	174964
316	175016
316	175068
316	175119
316	175171
316	175222
316	175275
316	175326
316	175378
316	175429
316	175481
316	175533
316	175584
316	175636
317	175687
316	175739
317	175791
317	175843
316	175894
317	175946
316	175997
317	176050
317	176101
317	176152
317	176204
316	176256
317	176308
317	176359
317	176411
317	176462
316	176515
317	176566
317	176618
317	176669
317	176720
317	176773
317	176824
317	176876
317	176927
317	176979
317	177031
317	177083
317	177134
317	177186
317	177238
316	177289
316	177341
316	177392
316	177444
316	177496
316	177548
316	177599
316	177651
316	177702
315	177754
316	177806
315	177857
315	177909
315	177960
315	178013
315	178064
314	178116
314	178167
314	178219
314	178271
314	178322
313	178374
313	178425
313	178478
312	178529
313	178581
312	178632
312	178684
312	178736
311	178787
312	178839
311	178890
311	178942
311	178994
311	179046
311	179097
310	179149
310	179201
310	179252
310	179304
310	179355
310	179407
310	179459
309	179511
309	179562
309	179614
309	179665
309	179717
309	179769
309	179820
309	179872
309	179923
309	179976
309	180027
309	180079
309	180130
308	180183
308	180234
308	180285
308	180337
308	180388
308	180441
307	180492
308	180544
307	180595
307	180647
307	180699
307	180750
307	180802
306	180853
306	180905
306	180957
306	181009
306	181060
306	181112
305	181164
305	181215
305	181267
305	181318
305	181370
305	181422
305	181474
304	181525
304	181577
304	181628
304	181680
304	181732
304	181783
304	181835
304	181886
304	181939
304	181990
304	182042
304	182093
304	182146
304	182197
304	182248
304	182300
304	182351
304	182404
304	182455
304	182507
304	182558
304	182610
304	182662
304	182713
304	182765
304	182816
304	182868
304	182920
304	182972
304	183023
304	183075
304	183127
304	183179
304	183230
304	183281
304	183333
304	183385
304	183437
304	183488
304	183540
304	183591
304	183644
304	183695
304	183747
304	183798
304	183849
304	183902
304	183953
304	184005
304	184056
304	184109
304	184160
304	184212
304	184263
304	184315
304	184367
304	184418
304	184470
304	184521
304	184573
304	184625
304	184677
304	184728
304	184780
304	184832
304	184883
304	184935
304	184986
304	185038
304	185090
304	185142
304	185193
304	185245
305	185296
304	185349
304	185400
304	185451
305	185503
305	185554
305	185607
305	185658
305	185710
305	185761
305	185814
305	185865
305	185916
305	185968
305	186019
305	186072
305	186123
305	186175
305	186226
305	186278
305	186330
305	186382
305	186433
305	186484
306	186536
305	186588
305	186640
305	186691
305	186743
305	186795
305	186847
305	186898
305	186949
305	187001
306	187053
306	187105
306	187156
305	187208
306	187259
306	187312
306	187363
306	187414
306	187466
306	187517
306	187570
306	187621
306	187673
306	187724
306	187777
306	187828
306	187880
306	187931
306	187982
306	188035
306	188086
306	188138
306	188189
306	188241
306	188293
306	188345
306	188396
306	188447
306	188499
306	188551
306	188603
306	188654
306	188706
306	188758
306	188810
305	188861
305	188912
305	188964
305	189016
305	189068
305	189119
305	189171
305	189222
305	189275
305	189326
305	189378
305	189429
305	189480
305	189533
305	189584
305	189636
305	189687
305	189740
305	189791
305	189843
305	189894
305	189945
305	189998
305	190049
305	190101
305	190152
305	190204
305	190256
305	190308
305	190359
305	190411
305	190462
305	190514
305	190566
305	190617
305	190669
305	190721
305	190773
305	190824
305	190876
306	190927
305	190979
305	191031
305	191082
305	191134
305	191185
305	191238
305	191289
305	191341
306	191392
305	191444
305	191496
306	191547
306	191599
306	191650
305	191703
306	191754
306	191806
306	191857
306	191909
306	191961
306	192012
306	192064
306	192115
306	192167
306	192219
306	192271
306	192322
306	192374
306	192425
306	192477
306	192529
306	192580
306	192632
306	192684
306	192736
307	192787
306	192839
306	192890
306	192943
306	192994
307	193045
306	193097
307	193148
306	193201
306	193252
307	193304
307	193355
307	193408
307	193459
307	193510
307	193562
307	193613
307	193666
306	193717
306	193769
306	193820
306	193872
306	193924
306	193976
306	194027
305	194078
305	194130
305	194182
305	194234
304	194285
304	194337
304	194388
303	194441
303	194492
303	194544
302	194595
302	194647
301	194699
301	194750
300	194802
300	194853
299	194906
299	194957
299	195009
298	195060
297	195111
297	195164
297	195215
296	195267
296	195318
296	195371
296	195422
295	195474
295	195525
295	195577
295	195629
294	195680
294	195732
294	195783
293	195835
293	195887
293	195939
293	195990
293	196042
292	196093
293	196145
292	196197
292	196248
292	196300
291	196352
291	196404
291	196455
291	196507
291	196558
291	196611
291	196662
290	196713
290	196765
290	196816
291	196869
290	196920
290	196972
290	197023
290	197075
290	197127
290	197178
290	197230
290	197281
290	197334
290	197385
290	197437
290	197488
290	197540
290	197592
290	197644
290	197695
290	197746
289	197798
290	197850
290	197902
289	197953
289	198005
289	198056
289	198109
289	198160
289	198211
289	198263
289	198315
289	198367
289	198418
289	198470
289	198521
289	198574
289	198625
289	198677
289	198728
289	198779
289	198832
289	198883
289	198935
289	198986
289	199038
289	199090
290	199142
289	199193
289	199244
289	199297
289	199348
289	199400
289	199451
290	199503
290	199555
290	199607
290	199658
290	199710
290	199761
290	199813
290	199865
290	199916
290	199968
290	200019
290	200072
290	200123
290	200175
291	200226
290	200278
291	200330
291	200381
291	200433
291	200484
291	200537
291	200588
291	200640
291	200691
291	200743
291	200795
291	200846
292	200898
292	200949
292	201001
292	201053
292	201105
292	201156
292	201208
292	201260
292	201311
293	201363
292	201414
292	201466
293	201518
293	201570
293	201621
