0.00,344
8.00,339
25.00,340
44.00,337
62.00,350
81.00,358
100.00,357
119.00,370
140.00,366
159.00,368
179.00,378
199.00,371
219.00,367
238.00,370
258.00,378
278.00,377
297.00,377
317.00,382
337.00,383
357.00,394
376.00,398
396.00,413
416.00,388
436.00,378
455.00,390
476.00,366
495.00,610
515.00,315
535.00,333
555.00,393
574.00,387
593.00,393
614.00,403
633.00,412
653.00,420
673.00,431
693.00,444
712.00,450
733.00,434
752.00,397
772.00,354
791.00,348
812.00,345
831.00,341
850.00,354
871.00,340
890.00,345
910.00,345
929.00,344
950.00,338
969.00,338
989.00,346
1009.00,337
1030.00,341
1050.00,335
1072.00,332
1092.00,337
1113.00,344
1134.00,345
1155.00,357
1175.00,356
1196.00,350
1217.00,345
1238.00,351
1258.00,327
1280.00,596
1300.00,256
1320.00,314
1342.00,360
1362.00,362
1383.00,373
1404.00,378
1425.00,388
1445.00,411
1467.00,402
1487.00,414
1508.00,406
1528.00,364
1550.00,335
1570.00,315
1591.00,314
1612.00,318
1633.00,325
1653.00,321
1675.00,320
1695.00,330
1716.00,335
1737.00,335
1758.00,325
1778.00,327
1800.00,332
1820.00,333
1841.00,328
1861.00,333
1883.00,343
1903.00,347
1924.00,361
1945.00,370
1966.00,357
1986.00,339
2008.00,340
2028.00,334
2049.00,446
2070.00,412
2091.00,279
2111.00,334
2132.00,339
2153.00,341
2173.00,361
2194.00,370
2215.00,390
2236.00,398
2256.00,407
2278.00,412
2298.00,391
2319.00,353
2340.00,339
2361.00,336
2381.00,336
2403.00,340
2423.00,348
2444.00,356
2465.00,350
2486.00,356
2506.00,363
2527.00,355
2548.00,347
2569.00,354
2589.00,356
2611.00,356
2631.00,367
2652.00,345
2673.00,356
2694.00,366
2714.00,381
2736.00,360
2756.00,338
2777.00,340
2798.00,321
2819.00,598
2839.00,285
2860.00,306
2881.00,347
2902.00,353
2922.00,355
2944.00,357
2964.00,361
2984.00,373
3006.00,381
3026.00,401
3047.00,386
3068.00,349
3089.00,309
3109.00,303
3131.00,316
3151.00,309
3172.00,315
3192.00,317
3214.00,312
3234.00,313
3255.00,319
3276.00,318
3297.00,320
3317.00,328
3339.00,336
3359.00,337
3380.00,330
3401.00,333
3422.00,355
3442.00,351
3464.00,342
3484.00,339
3505.00,325
3525.00,306
3547.00,516
3567.00,319
3588.00,278
3609.00,356
3630.00,357
3650.00,367
3672.00,371
3692.00,389
3713.00,402
3734.00,438
3755.00,456
3775.00,459
3796.00,429
3817.00,396
3837.00,385
3858.00,394
3879.00,404
3900.00,410
3920.00,409
3942.00,415
3962.00,417
3983.00,413
4004.00,409
4025.00,404
4045.00,397
4067.00,400
4087.00,393
4108.00,386
4129.00,389
4150.00,381
4170.00,376
4191.00,382
4212.00,384
4233.00,357
4253.00,348
4275.00,337
4295.00,340
4316.00,584
4337.00,237
4358.00,312
4378.00,343
4400.00,352
4420.00,348
4441.00,354
4462.00,366
4483.00,365
4503.00,377
4524.00,376
4545.00,364
4566.00,314
4586.00,267
4608.00,255
4628.00,257
4648.00,272
4670.00,273
4690.00,279
4711.00,288
4732.00,291
4753.00,292
4773.00,292
4795.00,290
4815.00,282
4836.00,275
4856.00,282
4878.00,293
4898.00,286
4919.00,286
4940.00,289
4961.00,302
4981.00,307
5003.00,309
5023.00,291
5044.00,293
5065.00,269
5086.00,500
5106.00,263
5128.00,254
5148.00,317
5169.00,319
5189.00,329
5211.00,335
5231.00,345
5252.00,365
5273.00,380
5294.00,393
5314.00,389
5336.00,353
5356.00,307
5377.00,303
5398.00,301
5419.00,299
5439.00,301
5460.00,311
5481.00,318
5501.00,319
5522.00,327
5543.00,327
5564.00,331
5584.00,342
5606.00,346
5626.00,340
5647.00,351
5668.00,346
5689.00,356
5709.00,357
5731.00,360
5751.00,361
5772.00,382
5793.00,395
5814.00,375
5834.00,367
5855.00,367
5876.00,348
5897.00,620
5917.00,299
5939.00,341
5959.00,388
5980.00,394
6001.00,401
6022.00,403
6042.00,411
6064.00,421
6084.00,430
6105.00,438
6126.00,442
6147.00,409
6167.00,369
6188.00,347
6209.00,347
6230.00,351
6250.00,352
6272.00,352
6292.00,351
6312.00,357
6334.00,351
6354.00,345
6375.00,351
6396.00,357
6417.00,370
6437.00,349
6459.00,360
6479.00,368
6500.00,372
6520.00,376
6542.00,371
6562.00,377
6583.00,383
6604.00,377
6625.00,366
6645.00,359
6667.00,405
6687.00,581
6708.00,292
6729.00,353
6750.00,388
6770.00,384
6792.00,395
6812.00,399
6833.00,401
6853.00,418
6875.00,431
